"F1","F2","F3","F4","F5","F6","F7","F8","class"
"I",0.39,0.3,0.09,0.252,NA,0.053,0.08,"A"
"M",NA,0.425,0.155,0.9175,NA,0.243,0.335,"C"
"I",NA,NA,0.065,0.1295,0.052,0.028,0.035,"A"
"M",0.715,0.525,0.2,1.89,NA,0.436,NA,"B"
"I",0.545,NA,0.135,0.7715,0.372,0.148,NA,"A"
"F",NA,0.5,0.16,1.122,NA,0.256,0.309,"B"
"M",0.615,0.51,0.15,1.296,NA,0.3315,0.32,"B"
"M",0.67,NA,0.175,1.4755,0.6275,0.379,0.374,"B"
"M",NA,0.43,0.125,0.9115,NA,0.2075,NA,"B"
"I",NA,NA,0.105,0.4015,0.242,0.0345,0.109,"A"
"M",NA,NA,0.175,1.2675,NA,0.2815,NA,"C"
"M",NA,0.47,0.15,1.1355,NA,0.2325,NA,"C"
"F",0.445,0.325,0.125,0.455,NA,0.1125,0.14,"B"
"M",NA,NA,0.165,1.128,0.4465,0.2195,0.34,"B"
"F",NA,NA,0.17,0.8155,NA,0.155,0.275,"C"
"M",NA,0.47,0.15,1.1415,0.4515,0.204,NA,"C"
"F",0.53,0.385,0.125,0.6695,NA,0.151,0.18,"B"
"F",NA,0.5,0.175,1.186,0.4985,0.3015,NA,"C"
"F",0.545,NA,0.175,0.754,0.256,0.1775,0.275,"B"
"F",NA,NA,0.18,1.768,NA,0.392,0.485,"C"
"M",NA,0.365,0.125,0.516,0.2155,0.114,0.155,"B"
"I",0.4,NA,0.11,0.315,NA,0.067,0.12,"B"
"F",0.45,NA,0.145,0.5425,NA,0.123,NA,"C"
"F",NA,NA,0.12,0.9935,0.4625,0.2385,0.28,"C"
"I",0.28,0.12,0.075,0.117,NA,0.029,NA,"A"
"I",NA,NA,0.1,0.3415,0.1645,0.0775,NA,"A"
"F",0.625,NA,0.16,1.09,NA,0.2965,NA,"C"
"M",NA,0.475,0.175,1.2525,NA,0.3055,NA,"B"
"I",0.44,NA,0.125,0.456,0.21,0.0955,NA,"A"
"I",0.31,0.225,0.07,0.1055,0.435,0.015,0.04,"A"
"I",NA,0.24,0.075,0.1735,NA,0.0355,NA,"A"
"M",NA,NA,0.095,0.303,0.1335,0.06,0.1,"A"
"F",0.6,0.48,0.15,1.029,NA,0.2705,NA,"C"
"F",0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,"A"
"M",NA,NA,0.195,1.3305,NA,0.3235,NA,"C"
"F",NA,0.495,0.175,1.211,NA,0.2725,0.323,"B"
"M",NA,0.425,0.13,0.7665,NA,0.168,0.275,"C"
"M",0.41,0.315,0.095,0.306,NA,0.0735,0.09,"B"
"M",NA,NA,0.195,1.369,NA,0.2185,NA,"C"
"I",0.56,0.44,0.13,0.7235,0.349,0.149,0.2,"A"
"F",0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,"B"
"I",NA,NA,0.095,0.213,NA,0.041,0.061,"A"
"M",0.605,0.49,0.18,1.167,NA,0.29,0.3745,"B"
"I",NA,NA,0.045,0.029,0.012,0.0075,NA,"A"
"M",NA,NA,0.22,2.302,NA,0.509,NA,"C"
"I",NA,NA,0.03,0.013,NA,0.003,0.004,"A"
"F",NA,0.405,0.13,0.6375,0.277,0.1445,NA,"B"
"F",NA,0.52,0.18,1.354,NA,0.351,NA,"C"
"I",0.41,0.335,0.105,0.3305,NA,0.064,NA,"A"
"F",NA,NA,0.12,0.4605,NA,0.11,0.15,"A"
"I",0.32,0.245,0.08,0.1585,NA,0.0325,0.05,"C"
"F",NA,0.32,0.12,0.3785,NA,0.0915,0.125,"C"
"M",0.63,NA,0.175,1.4135,0.667,0.2945,NA,"C"
"M",NA,NA,0.11,0.5785,NA,0.16,0.14,"A"
"I",0.41,0.3,0.09,0.304,NA,0.071,NA,"A"
"I",NA,0.365,0.09,0.651,0.3165,0.132,0.18,"A"
"F",0.61,0.49,0.17,1.1775,NA,0.2385,0.295,"C"
"I",0.44,NA,0.115,0.545,0.269,0.111,NA,"A"
"I",NA,NA,0.145,0.8445,NA,0.158,NA,"B"
"I",NA,0.175,0.065,0.0665,0.031,0.0135,NA,"A"
"M",0.515,0.425,0.145,0.9365,NA,0.181,NA,"A"
"F",NA,0.435,0.155,0.8975,NA,0.2325,NA,"B"
"M",NA,0.48,0.18,1.1595,NA,0.2165,0.325,"C"
"F",NA,NA,0.13,0.517,NA,0.114,NA,"B"
"I",0.28,0.205,0.07,0.1015,NA,0.03,0.03,"A"
"F",NA,NA,0.185,1.167,0.548,0.2485,NA,"B"
"I",NA,0.325,0.14,0.7615,NA,0.1535,NA,"B"
"F",0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,"C"
"M",NA,NA,0.16,0.8975,0.341,0.1655,NA,"B"
"M",NA,NA,0.175,1.242,NA,0.287,0.317,"C"
"M",NA,0.495,0.17,1.276,NA,0.2305,NA,"C"
"M",0.475,NA,0.125,0.4625,NA,0.107,0.145,"B"
"I",NA,0.4,0.135,0.717,0.3315,0.1495,0.221,"B"
"I",0.44,NA,0.115,0.379,NA,0.091,NA,"B"
"M",0.29,0.225,0.08,0.1295,NA,0.026,NA,"B"
"F",0.525,NA,0.17,0.8325,0.2755,0.1685,0.31,"C"
"I",0.565,NA,0.175,0.8735,NA,0.21,NA,"C"
"F",0.58,NA,0.18,1.0515,0.4095,0.2595,NA,"A"
"I",0.5,NA,0.145,0.5795,NA,0.1375,0.185,"B"
"M",NA,NA,0.115,0.6145,NA,0.155,NA,"B"
"F",NA,NA,0.15,1.1025,NA,0.262,NA,"A"
"M",NA,0.5,0.175,1.3385,0.633,0.299,NA,"C"
"M",NA,NA,0.145,0.791,NA,0.189,0.25,"B"
"F",0.52,NA,0.12,0.627,NA,0.1415,NA,"C"
"I",0.585,NA,0.135,0.855,0.3795,0.187,0.26,"B"
"I",NA,0.38,0.135,0.594,NA,0.104,NA,"B"
"I",0.56,NA,0.155,0.811,NA,0.178,0.235,"C"
"M",NA,0.375,0.12,0.563,NA,0.1205,NA,"B"
"I",NA,NA,0.07,0.124,NA,0.0215,0.03,"A"
"M",0.455,NA,0.105,0.401,NA,0.083,NA,"B"
"F",0.55,0.47,0.15,0.9205,NA,0.2435,NA,"B"
"I",NA,NA,0.09,0.1105,NA,0.0245,NA,"A"
"I",0.35,NA,0.075,0.1695,0.0835,0.0355,0.041,"A"
"F",NA,NA,0.22,1.834,NA,0.422,0.455,"C"
"I",0.59,NA,0.16,0.893,NA,0.2185,0.345,"C"
"M",0.61,NA,0.16,1,NA,0.197,NA,"B"
"F",NA,NA,0.225,1.626,NA,0.4055,NA,"C"
"F",0.63,0.475,0.15,1.072,0.433,0.2975,NA,"A"
"M",NA,0.51,0.175,1.368,NA,0.266,NA,"C"
"I",NA,NA,0.14,0.673,0.2175,0.13,NA,"C"
"M",0.6,0.465,0.155,1.0165,NA,0.2465,0.225,"B"
"M",0.345,NA,0.09,0.195,NA,0.0455,NA,"B"
"M",0.67,NA,0.19,1.519,NA,0.388,0.415,"B"
"M",0.545,NA,0.14,0.737,0.349,0.15,NA,"B"
"I",NA,0.28,0.08,0.2165,0.0935,0.0925,0.07,"A"
"F",NA,NA,0.16,1.3825,NA,0.304,NA,"B"
"M",0.69,0.53,0.21,1.583,NA,0.405,0.3865,"C"
"M",0.575,0.425,0.14,0.8635,NA,0.227,NA,"C"
"M",NA,NA,0.14,0.977,NA,0.2025,NA,"B"
"F",0.375,0.27,0.135,0.597,NA,0.131,NA,"A"
"M",0.71,NA,0.215,2.009,NA,0.4475,NA,"C"
"F",0.36,0.265,0.09,0.2165,0.096,0.037,NA,"B"
"I",0.41,0.315,0.1,0.3,NA,0.0575,NA,"A"
"I",NA,NA,0.12,0.336,0.165,0.076,NA,"A"
"M",NA,0.49,0.18,1.227,NA,0.287,0.35,"C"
"I",0.435,NA,0.1,0.366,NA,0.0725,NA,"A"
"F",NA,NA,0.125,0.458,NA,0.111,NA,"B"
"I",NA,0.22,0.08,0.121,NA,0.042,NA,"A"
"F",NA,0.475,0.155,1.004,NA,0.193,0.2895,"B"
"I",NA,NA,0.125,0.6235,NA,0.108,NA,"C"
"I",0.315,NA,0.07,0.1145,NA,0.0235,0.0385,"A"
"M",NA,0.455,0.15,0.987,0.4355,0.2075,NA,"C"
"M",0.555,0.44,0.15,0.755,NA,0.1525,NA,"C"
"F",0.535,NA,0.135,0.8075,NA,0.181,0.25,"C"
"M",NA,0.4,0.12,0.58,0.234,0.1315,0.185,"A"
"F",0.505,NA,0.15,0.644,0.285,0.145,NA,"C"
"M",0.58,NA,0.135,0.7955,NA,0.167,NA,"B"
"F",0.605,NA,0.16,1.222,0.53,0.2575,NA,"C"
"M",0.45,0.33,0.105,0.4955,NA,0.082,NA,"A"
"M",NA,0.475,0.17,1.129,NA,0.302,NA,"B"
"M",0.285,NA,0.075,0.1185,NA,0.0285,0.04,"A"
"M",0.605,NA,0.165,1.2315,0.6025,0.262,NA,"C"
"I",0.37,NA,0.14,0.2215,0.097,0.0455,NA,"A"
"I",0.575,NA,0.13,0.8145,NA,0.1715,NA,"B"
"F",0.47,0.355,0.1,0.4755,0.1675,0.0805,NA,"B"
"F",NA,NA,0.12,0.4775,0.2105,0.1055,0.15,"B"
"M",NA,0.465,0.125,0.849,NA,0.1765,NA,"C"
"M",0.53,0.435,0.16,0.883,0.316,0.164,0.335,"C"
"M",0.52,NA,0.175,0.753,NA,0.171,NA,"A"
"M",0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,"C"
"I",NA,NA,0.095,0.17,NA,0.039,NA,"B"
"M",NA,NA,0.12,0.3185,0.1235,0.0905,0.095,"A"
"M",0.41,NA,0.115,0.4405,NA,0.085,NA,"A"
"I",NA,0.16,0.04,0.048,NA,0.018,NA,"A"
"I",NA,NA,0.105,0.335,0.156,0.0555,0.105,"A"
"M",NA,NA,0.175,1.221,NA,0.252,NA,"C"
"I",0.515,0.395,0.125,0.5805,NA,0.1075,0.19,"B"
"F",NA,NA,0.115,0.5945,NA,0.148,NA,"C"
"F",0.655,0.505,0.165,1.367,0.5835,0.3515,NA,"B"
"F",0.625,0.485,0.175,1.3745,NA,0.2715,NA,"B"
"F",0.525,0.39,0.135,0.6005,NA,0.131,NA,"C"
"F",NA,NA,0.17,1.5105,NA,0.3525,NA,"B"
"F",0.47,NA,0.12,0.582,0.29,0.092,NA,"A"
"I",NA,0.36,0.11,0.452,NA,0.099,0.13,"A"
"M",NA,0.4,0.14,0.6515,0.2455,0.1665,NA,"B"
"M",0.65,0.51,0.155,1.407,NA,0.298,0.335,"B"
"F",0.4,NA,0.115,0.4335,0.2105,0.1205,NA,"B"
"F",NA,0.485,0.16,1.1575,0.5005,0.2495,0.315,"B"
"M",NA,NA,0.14,1.031,NA,0.2615,0.27,"A"
"M",0.5,0.4,0.13,0.6645,0.258,0.133,NA,"C"
"M",0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,"C"
"I",0.435,NA,0.11,0.3685,NA,0.0715,0.12,"A"
"F",0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,"C"
"I",NA,0.3,0.09,0.2885,NA,0.0635,NA,"A"
"I",NA,NA,0.125,0.616,NA,0.113,NA,"A"
"I",NA,NA,0.115,0.4155,0.167,0.084,NA,"A"
"M",0.48,NA,0.13,0.643,NA,0.1155,NA,"A"
"M",0.545,0.45,0.15,0.978,NA,0.1905,0.3,"C"
"F",0.595,0.48,0.15,1.11,NA,0.228,0.33,"B"
"F",0.655,0.515,0.155,1.309,NA,0.346,NA,"C"
"M",0.59,0.465,0.14,1.046,0.4695,0.263,0.263,"A"
"M",0.48,0.375,0.145,0.777,0.216,0.13,0.17,"B"
"F",0.63,0.5,0.155,1.005,NA,0.199,0.36,"C"
"F",NA,0.375,0.12,0.6015,0.2765,0.1455,NA,"A"
"I",NA,0.335,0.105,0.422,NA,0.0865,0.1,"A"
"M",0.735,0.59,0.225,1.756,NA,0.3405,NA,"C"
"M",NA,0.47,0.16,1.1735,0.4975,0.2405,0.345,"C"
"M",0.455,NA,0.12,0.4835,NA,0.144,0.16,"C"
"M",NA,NA,0.14,0.7165,NA,0.1595,0.2155,"A"
"F",NA,0.45,0.145,0.741,NA,0.1435,NA,"B"
"F",NA,NA,0.19,1.67,NA,0.4875,0.49,"C"
"I",0.23,NA,0.05,0.064,0.0215,0.0135,NA,"A"
"I",NA,NA,0.09,0.4325,NA,0.074,0.1275,"B"
"F",0.645,NA,0.18,1.285,0.5775,0.352,NA,"B"
"M",NA,NA,0.125,0.738,0.355,0.1895,NA,"A"
"F",0.725,0.58,0.185,1.523,0.8045,0.3595,NA,"B"
"I",NA,0.275,0.09,0.2065,NA,0.0395,NA,"A"
"F",NA,0.52,0.175,1.494,NA,0.3055,NA,"B"
"M",0.47,NA,0.13,0.5795,0.2145,0.164,0.195,"C"
"M",NA,0.48,0.155,1.2555,NA,0.374,0.3175,"C"
"I",NA,0.43,0.145,0.712,NA,0.152,0.225,"B"
"F",0.705,NA,0.17,1.58,0.6435,0.4565,0.265,"C"
"I",NA,NA,0.1,0.3515,NA,0.082,NA,"A"
"I",NA,NA,0.125,0.4845,0.211,0.1075,0.142,"A"
"I",0.425,0.31,0.105,0.365,0.159,0.0825,NA,"A"
"I",NA,0.27,0.11,0.2135,0.082,0.0545,0.07,"A"
"M",0.77,NA,0.195,2.5155,NA,0.6415,NA,"C"
"F",NA,NA,0.195,2.526,NA,0.59,NA,"C"
"M",NA,NA,0.17,1.527,NA,0.318,0.341,"C"
"M",0.59,0.475,0.145,1.053,NA,0.262,0.325,"C"
"I",NA,0.42,0.13,0.8365,0.3745,0.167,NA,"C"
"M",NA,NA,0.15,0.9875,NA,0.207,NA,"A"
"I",NA,0.27,0.095,0.2175,0.097,0.046,0.065,"A"
"M",0.56,NA,0.145,0.8875,NA,0.22,0.2695,"B"
"I",0.725,NA,0.22,2.0495,0.7735,0.4405,NA,"B"
"I",NA,0.4,0.135,0.775,0.368,0.208,NA,"A"
"M",NA,NA,0.145,0.64,NA,0.1405,NA,"A"
"I",NA,0.375,0.115,0.557,NA,0.1335,NA,"A"
"I",0.405,NA,0.09,0.2875,NA,0.063,0.0805,"A"
"F",NA,0.46,0.165,1.058,NA,0.25,NA,"B"
"I",NA,NA,0.11,0.7935,0.378,0.142,0.26,"B"
"F",0.72,NA,0.17,1.9335,NA,0.389,NA,"C"
"I",NA,0.205,0.075,0.118,NA,0.031,NA,"A"
"M",0.74,0.58,0.205,2.381,NA,0.4695,NA,"C"
"F",0.42,NA,0.125,0.463,0.186,0.11,0.145,"B"
"I",NA,0.34,0.11,0.346,0.1425,0.073,0.113,"C"
"M",0.515,0.41,0.14,0.7355,0.3065,0.137,NA,"A"
"I",0.315,NA,0.08,0.1375,0.0545,0.031,0.0445,"A"
"M",0.585,0.465,0.165,0.885,0.4025,0.1625,NA,"B"
"M",NA,NA,0.165,1.338,NA,0.3575,0.35,"C"
"M",NA,NA,0.115,0.4305,NA,0.0785,NA,"A"
"F",0.69,0.55,0.18,1.659,NA,0.2655,NA,"B"
"I",0.375,NA,0.085,0.22,0.109,0.05,NA,"A"
"I",0.35,NA,0.095,0.199,NA,0.049,NA,"A"
"F",NA,NA,0.165,1.065,0.4985,0.2145,NA,"A"
"F",NA,NA,0.15,0.9955,NA,0.212,0.26,"C"
"I",NA,0.29,0.09,0.232,NA,0.0495,NA,"A"
"I",0.43,0.345,0.115,0.4295,NA,0.108,0.109,"A"
"I",NA,NA,0.075,0.196,NA,0.04,NA,"A"
"F",0.51,0.395,0.12,0.6175,0.262,0.122,0.193,"C"
"M",0.565,NA,0.125,0.802,NA,0.1825,0.215,"B"
"M",NA,NA,0.14,1.0635,0.5265,0.2195,0.24,"A"
"I",0.575,NA,0.15,0.983,NA,0.215,0.239,"A"
"F",NA,0.47,0.16,1.017,NA,0.2255,0.32,"C"
"M",0.6,0.46,0.15,1.247,NA,0.2735,0.29,"B"
"F",NA,NA,0.11,0.321,NA,0.0655,NA,"B"
"I",0.425,0.325,0.105,0.3975,NA,0.081,NA,"A"
"I",0.42,NA,0.095,0.279,NA,0.051,NA,"A"
"I",0.44,0.345,0.1,0.366,NA,0.0905,NA,"C"
"I",0.37,NA,0.085,0.217,NA,0.035,NA,"A"
"I",0.375,0.285,0.09,0.237,NA,0.0395,0.08,"A"
"F",0.635,NA,0.165,1.2695,0.5635,0.3065,NA,"C"
"F",0.465,0.35,0.125,0.482,NA,0.106,NA,"A"
"M",NA,0.485,0.18,1.1795,NA,0.2775,0.355,"B"
"F",0.645,NA,0.16,1.2465,NA,0.327,NA,"B"
"I",NA,NA,0.11,0.3335,NA,0.045,NA,"A"
"I",NA,0.35,0.11,0.4675,NA,0.099,NA,"A"
"M",NA,NA,0.085,0.173,NA,0.038,0.05,"A"
"M",0.575,NA,0.165,0.9155,0.4005,0.2465,NA,"A"
"M",0.645,NA,0.155,1.489,NA,0.312,0.38,"C"
"F",0.625,NA,0.165,1.288,0.573,0.3035,NA,"B"
"F",NA,NA,0.105,0.3375,NA,0.0755,NA,"C"
"M",0.57,0.45,0.155,0.91,NA,0.1895,NA,"C"
"M",0.5,NA,0.155,0.5955,NA,0.161,NA,"C"
"M",0.615,0.53,0.17,1.12,NA,0.2095,NA,"B"
"F",0.625,0.485,0.135,1.3025,0.61,0.2675,NA,"C"
"I",0.395,0.295,0.095,0.2725,NA,0.0625,NA,"A"
"I",0.53,0.42,0.14,0.6765,NA,0.1855,0.208,"B"
"I",0.515,NA,0.12,0.565,0.235,0.135,0.179,"B"
"F",NA,0.465,0.16,0.8935,NA,0.2575,NA,"B"
"I",0.52,0.395,0.115,0.6445,0.3155,0.1245,NA,"C"
"I",NA,0.325,0.1,0.3645,0.1575,0.0825,0.105,"A"
"I",0.605,0.435,0.13,0.9025,NA,0.174,NA,"C"
"M",0.615,0.48,0.185,1.2205,NA,0.315,NA,"B"
"F",NA,NA,0.105,0.3315,NA,0.0745,0.1,"A"
"F",0.58,0.475,0.165,1.0385,NA,0.26,0.305,"C"
"I",0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,"A"
"M",NA,0.235,0.06,0.12,0.0415,0.033,NA,"C"
"F",0.565,NA,0.175,1.0095,0.447,0.2375,NA,"B"
"F",NA,NA,0.11,0.6065,NA,0.131,NA,"A"
"M",0.61,0.485,0.17,1.0225,NA,0.2405,0.36,"C"
"M",NA,NA,0.145,0.894,NA,0.2095,NA,"B"
"I",NA,NA,0.15,0.612,0.2435,0.1525,NA,"C"
"I",0.33,0.25,0.075,0.1405,NA,0.035,NA,"A"
"F",0.58,0.425,0.15,0.844,NA,0.185,NA,"B"
"F",0.625,0.49,0.155,1.2085,0.465,0.162,NA,"C"
"I",NA,0.395,0.115,0.475,0.2025,0.101,0.148,"A"
"M",NA,0.56,0.175,1.724,NA,0.4575,NA,"C"
"F",NA,0.475,0.16,1.1015,NA,0.2555,NA,"C"
"I",NA,0.33,0.105,0.448,NA,0.089,0.12,"B"
"M",0.385,NA,0.1,0.2845,0.1065,0.075,0.1,"C"
"M",0.485,NA,0.12,0.599,NA,0.1345,0.169,"A"
"M",NA,NA,0.19,1.6125,NA,0.3685,0.3965,"C"
"M",NA,0.2,0.065,0.096,NA,0.027,NA,"A"
"M",NA,NA,0.16,1.114,0.4955,0.2745,0.29,"B"
"M",0.625,0.475,0.175,1.3405,NA,0.283,NA,"B"
"M",NA,0.39,0.115,0.5585,NA,0.119,0.1535,"A"
"I",NA,NA,0.145,0.66,NA,0.1055,NA,"C"
"I",NA,NA,0.155,0.743,0.31,0.186,NA,"B"
"M",0.66,0.515,0.2,1.6465,NA,0.422,NA,"C"
"I",NA,NA,0.09,0.2645,NA,0.0505,0.075,"A"
"M",NA,NA,0.145,0.651,0.273,0.132,0.22,"C"
"F",NA,0.415,0.135,0.8145,NA,0.1855,0.175,"A"
"I",NA,NA,0.09,0.238,NA,0.0545,NA,"A"
"F",NA,NA,0.16,1.309,NA,0.2945,NA,"B"
"I",NA,0.33,0.12,0.347,0.12,0.084,0.105,"C"
"I",0.335,NA,0.075,0.1825,NA,0.044,NA,"A"
"M",NA,NA,0.135,0.879,NA,0.2095,0.265,"B"
"F",NA,NA,0.165,1.639,0.6055,0.2805,0.46,"C"
"I",0.54,NA,0.15,0.7585,0.307,0.2075,NA,"B"
"M",NA,NA,0.125,0.62,NA,0.15,0.205,"C"
"M",NA,NA,0.17,1.385,0.6355,0.2955,NA,"C"
"F",0.61,0.495,0.16,1.089,0.469,0.198,0.384,"C"
"F",NA,NA,0.215,1.5555,NA,0.296,NA,"C"
"M",0.53,0.425,0.155,0.7905,NA,0.171,NA,"B"
"F",0.495,NA,0.135,0.6625,0.3005,0.1635,0.185,"C"
"M",NA,0.42,0.135,0.8075,0.3485,0.1795,NA,"C"
"I",NA,NA,0.08,0.1695,NA,0.044,NA,"A"
"M",NA,0.355,0.12,0.3955,NA,0.0765,NA,"B"
"I",NA,0.275,0.1,0.22,NA,0.045,NA,"A"
"F",NA,NA,0.165,1.2235,NA,0.2695,NA,"B"
"F",0.6,NA,0.145,0.776,NA,0.1585,NA,"B"
"M",NA,0.47,0.165,1.041,NA,0.166,NA,"B"
"M",0.71,0.565,0.2,1.601,NA,0.321,0.45,"C"
"M",NA,NA,0.14,0.824,0.3465,0.1765,0.263,"B"
"F",0.525,NA,0.135,0.8435,0.4325,0.18,0.1815,"B"
"M",0.64,NA,0.185,1.707,NA,0.4205,NA,"C"
"F",NA,NA,0.125,0.459,NA,0.1145,NA,"B"
"F",NA,0.4,0.115,0.578,0.191,0.1445,0.17,"B"
"M",NA,0.565,0.2,1.787,NA,0.385,NA,"C"
"M",NA,0.37,0.125,0.649,NA,0.136,NA,"A"
"M",NA,0.525,0.18,1.478,NA,0.381,NA,"B"
"M",0.525,0.4,0.14,0.7325,NA,0.1575,0.17,"C"
"F",0.595,0.46,0.155,1.0455,NA,0.24,NA,"B"
"F",NA,0.4,0.125,0.5765,NA,0.126,NA,"B"
"M",0.61,NA,0.17,1.1185,NA,0.2405,NA,"B"
"I",NA,0.19,0.075,0.0865,NA,0.0205,NA,"A"
