F1	F2	F3	F4	F5	F6	F7	F8	class
F	0.61	0.49	0.17	1.1775	0.5655	0.2385	0.295	C
I	0.44	0.345	0.115	0.545	0.269	0.111	0.1305	A
I	0.565	0.435	0.145	0.8445	0.3975	0.158	0.255	B
I	0.24	0.175	0.065	0.0665	0.031	0.0135	NA	A
M	0.515	0.425	0.145	0.9365	0.497	0.181	0.2185	A
F	0.575	0.435	0.155	0.8975	0.4115	0.2325	0.23	B
M	0.615	0.48	0.18	1.1595	0.4845	0.2165	0.325	C
F	0.46	0.355	0.13	0.517	0.2205	0.114	0.165	B
I	0.28	0.205	0.07	0.1015	0.041	0.03	NA	A
F	0.63	0.485	0.185	1.167	0.548	0.2485	0.34	B
I	0.465	0.325	0.14	0.7615	0.362	0.1535	NA	B
F	0.54	0.475	0.155	1.217	0.5305	0.3075	0.34	C
M	0.545	0.46	0.16	0.8975	0.341	0.1655	0.345	B
M	0.615	0.47	0.175	1.242	0.5675	0.287	0.317	C
M	0.65	0.495	0.17	1.276	0.6215	0.2305	NA	C
M	0.475	0.355	0.125	0.4625	0.186	0.107	0.145	B
I	0.55	0.4	0.135	0.717	0.3315	0.1495	0.221	B
I	0.44	0.305	0.115	0.379	0.162	0.091	0.11	B
M	0.29	0.225	0.08	0.1295	0.0535	0.026	0.045	B
F	0.525	0.415	0.17	0.8325	0.2755	0.1685	0.31	C
I	0.565	0.44	0.175	0.8735	0.414	0.21	0.21	C
F	0.58	0.46	0.18	1.0515	0.4095	0.2595	NA	A
I	0.5	0.375	0.145	0.5795	0.239	0.1375	0.185	B
M	0.515	0.37	0.115	0.6145	0.3415	0.155	0.146	B
F	0.6	0.465	0.15	1.1025	0.5455	0.262	0.25	A
M	0.645	0.5	0.175	1.3385	0.633	0.299	NA	C
M	0.535	0.42	0.145	0.791	0.33	0.189	0.25	B
F	0.52	0.405	0.12	0.627	0.2645	0.1415	NA	C
I	0.585	0.45	0.135	0.855	0.3795	0.187	0.26	B
I	0.5	0.38	0.135	0.594	0.2945	0.104	NA	B
I	0.56	0.44	0.155	0.811	0.3685	0.178	0.235	C
M	0.475	0.375	0.12	0.563	0.2525	0.1205	0.185	B
I	0.28	0.215	0.07	0.124	0.063	0.0215	0.03	A
M	0.455	0.35	0.105	0.401	0.1575	0.083	0.135	B
F	0.55	0.47	0.15	0.9205	0.381	0.2435	NA	B
I	0.295	0.225	0.09	0.1105	0.0405	0.0245	0.032	A
I	0.35	0.25	0.075	0.1695	0.0835	0.0355	NA	A
F	0.695	0.56	0.22	1.834	0.8455	0.422	NA	C
I	0.59	0.45	0.16	0.893	0.2745	0.2185	0.345	C
M	0.61	0.46	0.16	1	0.494	0.197	0.275	B
F	0.645	0.5	0.225	1.626	0.587	0.4055	0.41	C
F	0.63	0.475	0.15	1.072	0.433	0.2975	0.315	A
M	0.64	0.51	0.175	1.368	0.515	0.266	0.57	C
I	0.485	0.38	0.14	0.673	0.2175	0.13	0.195	C
M	0.6	0.465	0.155	1.0165	0.512	0.2465	0.225	B
M	0.345	0.27	0.09	0.195	0.078	0.0455	NA	B
M	0.67	0.5	0.19	1.519	0.616	0.388	0.415	B
M	0.545	0.41	0.14	0.737	0.349	0.15	NA	B
I	0.375	0.28	0.08	0.2165	0.0935	0.0925	0.07	A
F	0.65	0.5	0.16	1.3825	0.702	0.304	NA	B
M	0.69	0.53	0.21	1.583	0.7355	0.405	NA	C
M	0.575	0.425	0.14	0.8635	0.393	0.227	0.2	C
M	0.59	0.475	0.14	0.977	0.4625	0.2025	0.275	B
F	0.375	0.27	0.135	0.597	0.272	0.131	NA	A
M	0.71	0.575	0.215	2.009	0.9895	0.4475	NA	C
F	0.36	0.265	0.09	0.2165	0.096	0.037	0.0735	B
I	0.41	0.315	0.1	0.3	0.124	0.0575	0.1	A
I	0.415	0.305	0.12	0.336	0.165	0.076	NA	A
M	0.605	0.49	0.18	1.227	0.48	0.287	0.35	C
I	0.435	0.325	0.1	0.366	0.174	0.0725	0.109	A
F	0.455	0.375	0.125	0.458	0.1985	0.111	0.12	B
I	0.3	0.22	0.08	0.121	0.0475	0.042	NA	A
F	0.615	0.475	0.155	1.004	0.4475	0.193	0.2895	B
I	0.53	0.395	0.125	0.6235	0.2975	0.108	0.195	C
I	0.315	0.23	0.07	0.1145	0.046	0.0235	NA	A
M	0.585	0.455	0.15	0.987	0.4355	0.2075	0.31	C
M	0.555	0.44	0.15	0.755	0.307	0.1525	0.26	C
F	0.535	0.45	0.135	0.8075	0.322	0.181	0.25	C
M	0.52	0.4	0.12	0.58	0.234	0.1315	0.185	A
F	0.505	0.41	0.15	0.644	0.285	0.145	0.21	C
M	0.58	0.455	0.135	0.7955	0.405	0.167	NA	B
F	0.605	0.485	0.16	1.222	0.53	0.2575	0.28	C
M	0.45	0.33	0.105	0.4955	0.2575	0.082	NA	A
M	0.615	0.475	0.17	1.129	0.4795	0.302	NA	B
M	0.285	0.21	0.075	0.1185	0.055	0.0285	0.04	A
M	0.605	0.47	0.165	1.2315	0.6025	0.262	0.2925	C
I	0.37	0.275	0.14	0.2215	0.097	0.0455	0.0615	A
I	0.575	0.45	0.13	0.8145	0.403	0.1715	0.213	B
F	0.47	0.355	0.1	0.4755	0.1675	0.0805	0.185	B
F	0.47	0.36	0.12	0.4775	0.2105	0.1055	0.15	B
M	0.57	0.465	0.125	0.849	0.3785	0.1765	0.24	C
M	0.53	0.435	0.16	0.883	0.316	0.164	0.335	C
M	0.52	0.415	0.175	0.753	0.258	0.171	0.255	A
M	0.615	0.47	0.145	1.0285	0.4435	0.2825	0.285	C
I	0.335	0.24	0.095	0.17	0.062	0.039	0.055	B
M	0.405	0.305	0.12	0.3185	0.1235	0.0905	0.095	A
M	0.41	0.335	0.115	0.4405	0.19	0.085	0.135	A
I	0.235	0.16	0.04	0.048	0.0185	0.018	NA	A
I	0.435	0.33	0.105	0.335	0.156	0.0555	0.105	A
M	0.63	0.505	0.175	1.221	0.555	0.252	0.34	C
I	0.515	0.395	0.125	0.5805	0.2365	0.1075	0.19	B
F	0.5	0.375	0.115	0.5945	0.185	0.148	0.19	C
F	0.655	0.505	0.165	1.367	0.5835	0.3515	NA	B
F	0.625	0.485	0.175	1.3745	0.7335	0.2715	NA	B
F	0.525	0.39	0.135	0.6005	0.2265	0.131	NA	C
F	0.685	0.53	0.17	1.5105	0.7385	0.3525	0.3725	B
F	0.47	0.365	0.12	0.582	0.29	0.092	0.146	A
I	0.475	0.36	0.11	0.452	0.191	0.099	0.13	A
M	0.51	0.4	0.14	0.6515	0.2455	0.1665	0.185	B
M	0.65	0.51	0.155	1.407	0.7215	0.298	0.335	B
F	0.4	0.335	0.115	0.4335	0.2105	0.1205	0.12	B
F	0.615	0.485	0.16	1.1575	0.5005	0.2495	0.315	B
M	0.61	0.48	0.14	1.031	0.4375	0.2615	0.27	A
M	0.5	0.4	0.13	0.6645	0.258	0.133	0.24	C
M	0.52	0.435	0.195	0.973	0.2985	0.2135	0.355	C
I	0.435	0.315	0.11	0.3685	0.1615	0.0715	0.12	A
F	0.52	0.405	0.145	0.829	0.3535	0.1685	0.205	C
I	0.405	0.3	0.09	0.2885	0.138	0.0635	NA	A
I	0.53	0.38	0.125	0.616	0.292	0.113	0.185	A
I	0.47	0.355	0.115	0.4155	0.167	0.084	0.139	A
M	0.48	0.37	0.13	0.643	0.349	0.1155	0.135	A
M	0.545	0.45	0.15	0.978	0.3365	0.1905	0.3	C
F	0.595	0.48	0.15	1.11	0.498	0.228	0.33	B
F	0.655	0.515	0.155	1.309	0.524	0.346	0.385	C
M	0.59	0.465	0.14	1.046	0.4695	0.263	0.263	A
M	0.48	0.375	0.145	0.777	0.216	0.13	0.17	B
F	0.63	0.5	0.155	1.005	0.367	0.199	0.36	C
F	0.47	0.375	0.12	0.6015	0.2765	0.1455	0.135	A
I	0.455	0.335	0.105	0.422	0.229	0.0865	0.1	A
M	0.735	0.59	0.225	1.756	0.637	0.3405	0.58	C
M	0.605	0.47	0.16	1.1735	0.4975	0.2405	0.345	C
M	0.455	0.35	0.12	0.4835	0.1815	0.144	0.16	C
M	0.535	0.43	0.14	0.7165	0.2855	0.1595	NA	A
F	0.55	0.45	0.145	0.741	0.295	0.1435	NA	B
F	0.66	0.525	0.19	1.67	0.6525	0.4875	0.49	C
I	0.23	0.18	0.05	0.064	0.0215	0.0135	0.02	A
I	0.465	0.355	0.09	0.4325	0.2005	0.074	0.1275	B
F	0.645	0.52	0.18	1.285	0.5775	0.352	0.317	B
M	0.535	0.42	0.125	0.738	0.355	0.1895	NA	A
F	0.725	0.58	0.185	1.523	0.8045	0.3595	0.4375	B
I	0.37	0.275	0.09	0.2065	0.096	0.0395	0.058	A
F	0.675	0.52	0.175	1.494	0.7365	0.3055	0.37	B
M	0.47	0.375	0.13	0.5795	0.2145	0.164	0.195	C
M	0.62	0.48	0.155	1.2555	0.527	0.374	NA	C
I	0.55	0.43	0.145	0.712	0.3025	0.152	0.225	B
F	0.705	0.545	0.17	1.58	0.6435	0.4565	0.265	C
I	0.425	0.34	0.1	0.3515	0.1625	0.082	NA	A
I	0.47	0.38	0.125	0.4845	0.211	0.1075	0.142	A
I	0.425	0.31	0.105	0.365	0.159	0.0825	0.105	A
I	0.345	0.27	0.11	0.2135	0.082	0.0545	0.07	A
M	0.77	0.62	0.195	2.5155	1.1155	0.6415	NA	C
F	0.8	0.63	0.195	2.526	0.933	0.59	0.62	C
M	0.675	0.51	0.17	1.527	0.809	0.318	NA	C
M	0.59	0.475	0.145	1.053	0.4415	0.262	0.325	C
I	0.53	0.42	0.13	0.8365	0.3745	0.167	0.249	C
M	0.57	0.445	0.15	0.9875	0.504	0.207	0.249	A
I	0.37	0.27	0.095	0.2175	0.097	0.046	0.065	A
M	0.56	0.465	0.145	0.8875	0.3345	0.22	0.2695	B
I	0.725	0.55	0.22	2.0495	0.7735	0.4405	NA	B
I	0.535	0.4	0.135	0.775	0.368	0.208	NA	A
M	0.48	0.385	0.145	0.64	0.2925	0.1405	NA	A
I	0.49	0.375	0.115	0.557	0.2275	0.1335	NA	A
I	0.405	0.25	0.09	0.2875	0.128	0.063	0.0805	A
F	0.585	0.46	0.165	1.058	0.486	0.25	0.294	B
I	0.55	0.445	0.11	0.7935	0.378	0.142	0.26	B
F	0.72	0.575	0.17	1.9335	0.913	0.389	NA	C
I	0.27	0.205	0.075	0.118	0.059	0.031	NA	A
M	0.74	0.58	0.205	2.381	0.8155	0.4695	NA	C
F	0.42	0.33	0.125	0.463	0.186	0.11	0.145	B
I	0.465	0.34	0.11	0.346	0.1425	0.073	0.113	C
M	0.515	0.41	0.14	0.7355	0.3065	0.137	0.2	A
I	0.315	0.23	0.08	0.1375	0.0545	0.031	0.0445	A
M	0.585	0.465	0.165	0.885	0.4025	0.1625	0.274	B
M	0.665	0.525	0.165	1.338	0.5515	0.3575	0.35	C
M	0.45	0.325	0.115	0.4305	0.2235	0.0785	NA	A
F	0.69	0.55	0.18	1.659	0.8715	0.2655	0.4395	B
I	0.375	0.275	0.085	0.22	0.109	0.05	0.0605	A
I	0.35	0.265	0.095	0.199	0.073	0.049	0.06	A
F	0.575	0.46	0.165	1.065	0.4985	0.2145	0.2815	A
F	0.58	0.46	0.15	0.9955	0.429	0.212	0.26	C
I	0.385	0.29	0.09	0.232	0.0855	0.0495	0.08	A
I	0.43	0.345	0.115	0.4295	0.212	0.108	0.109	A
I	0.35	0.28	0.075	0.196	0.082	0.04	0.064	A
F	0.51	0.395	0.12	0.6175	0.262	0.122	0.193	C
M	0.565	0.44	0.125	0.802	0.3595	0.1825	0.215	B
M	0.57	0.445	0.14	1.0635	0.5265	0.2195	0.24	A
I	0.575	0.44	0.15	0.983	0.486	0.215	NA	A
F	0.61	0.47	0.16	1.017	0.426	0.2255	0.32	C
M	0.6	0.46	0.15	1.247	0.5335	0.2735	0.29	B
F	0.41	0.315	0.11	0.321	0.1255	0.0655	0.095	B
I	0.425	0.325	0.105	0.3975	0.1815	0.081	0.1175	A
I	0.42	0.31	0.095	0.279	0.1255	0.051	0.088	A
I	0.44	0.345	0.1	0.366	0.122	0.0905	0.12	C
I	0.37	0.28	0.085	0.217	0.1095	0.035	0.062	A
I	0.375	0.285	0.09	0.237	0.106	0.0395	NA	A
F	0.635	0.485	0.165	1.2695	0.5635	0.3065	NA	C
F	0.465	0.35	0.125	0.482	0.23	0.106	NA	A
M	0.635	0.485	0.18	1.1795	0.4785	0.2775	0.355	B
F	0.645	0.5	0.16	1.2465	0.5475	0.327	0.3	B
I	0.425	0.325	0.11	0.3335	0.173	0.045	0.1	A
I	0.46	0.35	0.11	0.4675	0.2125	0.099	NA	A
M	0.325	0.24	0.085	0.173	0.0795	0.038	0.05	A
M	0.575	0.46	0.165	0.9155	0.4005	0.2465	0.2385	A
M	0.645	0.485	0.155	1.489	0.5915	0.312	0.38	C
F	0.625	0.5	0.165	1.288	0.573	0.3035	0.315	B
F	0.395	0.3	0.105	0.3375	0.1435	0.0755	0.098	C
M	0.57	0.45	0.155	0.91	0.326	0.1895	0.355	C
M	0.5	0.38	0.155	0.5955	0.2135	0.161	0.2	C
M	0.615	0.53	0.17	1.12	0.5775	0.2095	0.286	B
F	0.625	0.485	0.135	1.3025	0.61	0.2675	NA	C
I	0.395	0.295	0.095	0.2725	0.115	0.0625	0.085	A
I	0.53	0.42	0.14	0.6765	0.256	0.1855	NA	B
I	0.515	0.39	0.12	0.565	0.235	0.135	0.179	B
F	0.57	0.465	0.16	0.8935	0.3145	0.2575	0.263	B
I	0.52	0.395	0.115	0.6445	0.3155	0.1245	0.186	C
I	0.43	0.325	0.1	0.3645	0.1575	0.0825	0.105	A
I	0.605	0.435	0.13	0.9025	0.432	0.174	0.26	C
M	0.615	0.48	0.185	1.2205	0.4985	0.315	0.33	B
F	0.385	0.305	0.105	0.3315	0.1365	0.0745	0.1	A
F	0.58	0.475	0.165	1.0385	0.414	0.26	0.305	C
I	0.375	0.275	0.095	0.2295	0.095	0.0545	0.066	A
M	0.31	0.235	0.06	0.12	0.0415	0.033	0.04	C
F	0.565	0.45	0.175	1.0095	0.447	0.2375	NA	B
F	0.515	0.375	0.11	0.6065	0.3005	0.131	0.15	A
M	0.61	0.485	0.17	1.0225	0.419	0.2405	0.36	C
M	0.56	0.45	0.145	0.894	0.3885	0.2095	0.264	B
I	0.53	0.41	0.15	0.612	0.2435	0.1525	0.1895	C
I	0.33	0.25	0.075	0.1405	0.056	0.035	0.05	A
F	0.58	0.425	0.15	0.844	0.3645	0.185	0.2705	B
F	0.625	0.49	0.155	1.2085	0.465	0.162	NA	C
I	0.53	0.395	0.115	0.475	0.2025	0.101	NA	A
M	0.71	0.56	0.175	1.724	0.566	0.4575	NA	C
F	0.59	0.475	0.16	1.1015	0.4775	0.2555	0.295	C
I	0.45	0.33	0.105	0.448	0.208	0.089	0.12	B
M	0.385	0.31	0.1	0.2845	0.1065	0.075	0.1	C
M	0.485	0.39	0.12	0.599	0.251	0.1345	0.169	A
M	0.65	0.525	0.19	1.6125	0.777	0.3685	0.3965	C
M	0.26	0.2	0.065	0.096	0.044	0.027	0.03	A
M	0.575	0.475	0.16	1.114	0.4955	0.2745	0.29	B
M	0.625	0.475	0.175	1.3405	0.656	0.283	0.337	B
M	0.505	0.39	0.115	0.5585	0.2575	0.119	0.1535	A
I	0.52	0.4	0.145	0.66	0.267	0.1055	0.22	C
I	0.565	0.42	0.155	0.743	0.31	0.186	0.231	B
M	0.66	0.515	0.2	1.6465	0.749	0.422	0.401	C
I	0.405	0.285	0.09	0.2645	0.1265	0.0505	0.075	A
M	0.5	0.39	0.145	0.651	0.273	0.132	0.22	C
F	0.55	0.415	0.135	0.8145	0.427	0.1855	0.175	A
I	0.375	0.275	0.09	0.238	0.1075	0.0545	0.07	A
F	0.67	0.585	0.16	1.309	0.5445	0.2945	NA	B
I	0.445	0.33	0.12	0.347	0.12	0.084	0.105	C
I	0.335	0.25	0.075	0.1825	0.0705	0.044	0.055	A
M	0.55	0.44	0.135	0.879	0.368	0.2095	0.265	B
F	0.68	0.56	0.165	1.639	0.6055	0.2805	0.46	C
I	0.54	0.405	0.15	0.7585	0.307	0.2075	0.19	B
M	0.5	0.42	0.125	0.62	0.255	0.15	0.205	C
M	0.63	0.515	0.17	1.385	0.6355	0.2955	0.38	C
F	0.61	0.495	0.16	1.089	0.469	0.198	NA	C
F	0.655	0.54	0.215	1.5555	0.695	0.296	NA	C
M	0.53	0.425	0.155	0.7905	0.307	0.171	NA	B
F	0.495	0.385	0.135	0.6625	0.3005	0.1635	0.185	C
M	0.54	0.42	0.135	0.8075	0.3485	0.1795	0.235	C
I	0.335	0.25	0.08	0.1695	0.0695	0.044	0.0495	A
M	0.45	0.355	0.12	0.3955	0.147	0.0765	0.145	B
I	0.37	0.275	0.1	0.22	0.094	0.045	0.065	A
F	0.64	0.505	0.165	1.2235	0.5215	0.2695	0.36	B
F	0.6	0.485	0.145	0.776	0.3545	0.1585	0.239	B
M	0.58	0.47	0.165	1.041	0.54	0.166	0.279	B
M	0.71	0.565	0.2	1.601	0.706	0.321	0.45	C
M	0.58	0.45	0.14	0.824	0.3465	0.1765	0.263	B
F	0.525	0.43	0.135	0.8435	0.4325	0.18	0.1815	B
M	0.64	0.525	0.185	1.707	0.763	0.4205	NA	C
F	0.435	0.35	0.125	0.459	0.197	0.1145	0.145	B
F	0.515	0.4	0.115	0.578	0.191	0.1445	NA	B
M	0.72	0.565	0.2	1.787	0.718	0.385	NA	C
M	0.475	0.37	0.125	0.649	0.347	0.136	NA	A
M	0.66	0.525	0.18	1.478	0.5815	0.381	0.372	B
M	0.525	0.4	0.14	0.7325	0.334	0.1575	0.17	C
F	0.595	0.46	0.155	1.0455	0.4565	0.24	0.3085	B
F	0.5	0.4	0.125	0.5765	0.2395	0.126	0.185	B
M	0.61	0.47	0.17	1.1185	0.5225	0.2405	0.31	B
I	0.255	0.19	0.075	0.0865	0.0345	0.0205	NA	A
